person,date,category,amount,monthly_income,description,payment_mode
Rohan Verma,2023-12-06,Study Materials,851.0,20000.0,,NetBanking
Krishna Rao,2023-12-06,Rent,8897.0,30000.0,,Card
Arjun Nair,2023-12-06,Miscellaneous,1151.0,22000.0,,Cash
Divya Yeddu,2023-12-07,Utilities,862.0,25000.0,,NetBanking
Priya Iyer,2023-12-07,Health,1536.0,18000.0,,NetBanking
Arjun Nair,2023-12-07,Rent,7928.0,22000.0,,Card
Harsha Patel,2023-12-07,Travel,118.0,30000.0,,Cash
Shreya Sen,2023-12-07,Travel,154.0,18000.0,,NetBanking
Arjun Nair,2023-12-07,Entertainment,2133.0,22000.0,,Card
Krishna Rao,2023-12-08,Travel,599.0,30000.0,,Card
Siddharth Rao,2023-12-08,Health,1439.0,30000.0,,NetBanking
Priya Iyer,2023-12-08,Groceries,1153.0,18000.0,,UPI
Harsha Patel,2023-12-08,Food,228.0,30000.0,,NetBanking
Ishita Roy,2023-12-08,Study Materials,900.0,22000.0,,Card
Harsha Patel,2023-12-08,Entertainment,1496.0,30000.0,,NetBanking
Vivek Menon,2023-12-08,Travel,389.0,18000.0,,Card
Vikram Joshi,2023-12-08,Study Materials,1612.0,25000.0,,UPI
Amit Sharma,2023-12-08,Travel,351.0,20000.0,,UPI
Divya Yeddu,2023-12-08,Study Materials,1967.0,25000.0,,Cash
Rohan Verma,2023-12-09,Study Materials,1469.0,20000.0,,UPI
Ishita Roy,2023-12-09,Food,318.0,22000.0,,Cash
Aditya Pillai,2023-12-09,Food,188.0,20000.0,,Card
Vivek Menon,2023-12-09,Study Materials,1670.0,18000.0,,UPI
Harsha Patel,2023-12-09,Study Materials,305.0,30000.0,,UPI
Ananya Singh,2023-12-10,Travel,233.0,30000.0,,Card
Rohan Verma,2023-12-10,Food,643.0,20000.0,,NetBanking
Sneha Kapoor,2023-12-10,Food,193.0,18000.0,,Card
Aditya Pillai,2023-12-10,Travel,424.0,20000.0,,Card
Harini Bhat,2023-12-10,Food,259.0,30000.0,,NetBanking
Priya Iyer,2023-12-10,Health,212.0,18000.0,,Cash
Harini Bhat,2023-12-10,Health,816.0,30000.0,,Cash
Ananya Singh,2023-12-10,Food,688.0,30000.0,,Card
Nisha Sharma,2023-12-11,Rent,11784.0,18000.0,,NetBanking
Ishita Roy,2023-12-11,Food,677.0,22000.0,,NetBanking
Vikram Joshi,2023-12-11,Rent,9093.0,25000.0,,Cash
Tanvi Jain,2023-12-11,Groceries,1136.0,30000.0,,Card
Nisha Sharma,2023-12-11,Groceries,182.0,18000.0,,Card
Amit Sharma,2023-12-11,Health,302.0,20000.0,,UPI
Megha Das,2023-12-11,Utilities,147.0,25000.0,,NetBanking
Sneha Kapoor,2023-12-11,Travel,342.0,18000.0,,Card
Siddharth Rao,2023-12-12,Health,295.0,30000.0,,UPI
Ananya Singh,2023-12-12,Travel,107.0,30000.0,,UPI
Tanvi Jain,2023-12-13,Health,1535.0,30000.0,,Card
Aditya Pillai,2023-12-13,Study Materials,352.0,20000.0,,UPI
Megha Das,2023-12-13,Food,337.0,25000.0,,UPI
Harsha Patel,2023-12-13,Entertainment,2116.0,30000.0,,UPI
Arjun Nair,2023-12-13,Entertainment,227.0,22000.0,,Card
Arjun Nair,2023-12-13,Rent,8176.0,22000.0,,Cash
Harsha Patel,2023-12-13,Miscellaneous,163.0,30000.0,,Card
Arjun Nair,2023-12-14,Study Materials,342.0,22000.0,,NetBanking
Harini Bhat,2023-12-14,Entertainment,2234.0,30000.0,,UPI
Krishna Rao,2023-12-14,Study Materials,1279.0,30000.0,,Cash
Sneha Kapoor,2023-12-14,Food,221.0,18000.0,,Cash
Vikram Joshi,2023-12-14,Health,195.0,25000.0,,UPI
Siddharth Rao,2023-12-14,Rent,6473.0,30000.0,,UPI
Swathi Reddy,2023-12-14,Entertainment,141.0,25000.0,,UPI
Sneha Kapoor,2023-12-14,Groceries,1407.0,18000.0,,Cash
Megha Das,2023-12-14,Health,1135.0,25000.0,,Card
Pooja Mehta,2023-12-14,Health,141.0,30000.0,,NetBanking
Krishna Rao,2023-12-15,Utilities,1136.0,30000.0,,UPI
Rahul Kumar,2023-12-15,Groceries,855.0,20000.0,,Cash
Pooja Mehta,2023-12-15,Food,229.0,30000.0,,Cash
Varun Gupta,2023-12-15,Study Materials,1302.0,20000.0,,Cash
Vivek Menon,2023-12-15,Food,313.0,18000.0,,UPI
Ishita Roy,2023-12-15,Food,578.0,22000.0,,NetBanking
Tanvi Jain,2023-12-15,Food,303.0,30000.0,,Card
Vikram Joshi,2023-12-15,Rent,4464.0,25000.0,,NetBanking
Shreya Sen,2023-12-15,Health,115.0,18000.0,,Cash
Amit Sharma,2023-12-15,Travel,370.0,20000.0,,Card
Vivek Menon,2023-12-16,Study Materials,1314.0,18000.0,,Cash
Harini Bhat,2023-12-16,Entertainment,1175.0,30000.0,,Card
Ananya Singh,2023-12-16,Groceries,1132.0,30000.0,,UPI
Swathi Reddy,2023-12-16,Health,173.0,25000.0,,UPI
Rahul Kumar,2023-12-16,Travel,369.0,20000.0,,Cash
Ananya Singh,2023-12-16,Utilities,1689.0,30000.0,,Card
Rohan Verma,2023-12-16,Groceries,2372.0,20000.0,,Cash
Pooja Mehta,2023-12-16,Study Materials,521.0,30000.0,,NetBanking
Harini Bhat,2023-12-16,Groceries,208.0,30000.0,,UPI
Nisha Sharma,2023-12-16,Rent,5855.0,18000.0,,Cash
Sneha Kapoor,2023-12-17,Food,348.0,18000.0,,UPI
Rohan Verma,2023-12-17,Rent,10059.0,20000.0,,NetBanking
Swathi Reddy,2023-12-17,Groceries,1816.0,25000.0,,Cash
Rohan Verma,2023-12-17,Entertainment,1398.0,20000.0,,NetBanking
Megha Das,2023-12-18,Study Materials,1191.0,25000.0,,NetBanking
Ishita Roy,2023-12-18,Travel,407.0,22000.0,,Card
Tanvi Jain,2023-12-18,Entertainment,1675.0,30000.0,,Card
Divya Yeddu,2023-12-18,Miscellaneous,583.0,25000.0,,UPI
Karthik Rao,2023-12-18,Entertainment,1381.0,18000.0,,Cash
Shreya Sen,2023-12-18,Food,361.0,18000.0,,UPI
Nisha Sharma,2023-12-18,Groceries,1535.0,18000.0,,Card
Megha Das,2023-12-18,Rent,10917.0,25000.0,,UPI
Vikram Joshi,2023-12-18,Groceries,2095.0,25000.0,,UPI
Krishna Rao,2023-12-18,Rent,11488.0,30000.0,,Cash
Sneha Kapoor,2023-12-19,Miscellaneous,1760.0,18000.0,,Cash
Shreya Sen,2023-12-19,Rent,7877.0,18000.0,,UPI
Shreya Sen,2023-12-19,Entertainment,1340.0,18000.0,,NetBanking
Nisha Sharma,2023-12-19,Utilities,2495.0,18000.0,,Card
Megha Das,2023-12-19,Food,615.0,25000.0,,Cash
Pooja Mehta,2023-12-19,Health,977.0,30000.0,,UPI
Krishna Rao,2023-12-19,Health,1521.0,30000.0,,Card
Harsha Patel,2023-12-19,Groceries,1651.0,30000.0,,Cash
Aditya Pillai,2023-12-19,Study Materials,1268.0,20000.0,,Cash
Siddharth Rao,2023-12-20,Study Materials,621.0,30000.0,,UPI
Harsha Patel,2023-12-20,Study Materials,1935.0,30000.0,,Cash
Rahul Kumar,2023-12-20,Utilities,574.0,20000.0,,UPI
Amit Sharma,2023-12-20,Entertainment,597.0,20000.0,,UPI
Varun Gupta,2023-12-20,Health,2251.0,20000.0,,UPI
Arjun Nair,2023-12-20,Study Materials,861.0,22000.0,,Card
Swathi Reddy,2023-12-20,Study Materials,387.0,25000.0,,UPI
Varun Gupta,2023-12-20,Health,2102.0,20000.0,,NetBanking
Vivek Menon,2023-12-20,Health,1629.0,18000.0,,UPI
Harini Bhat,2023-12-21,Utilities,1274.0,30000.0,,Cash
Megha Das,2023-12-21,Miscellaneous,441.0,25000.0,,NetBanking
Krishna Rao,2023-12-21,Travel,384.0,30000.0,,UPI
Rohan Verma,2023-12-21,Food,468.0,20000.0,,Card
Rahul Kumar,2023-12-21,Utilities,1858.0,20000.0,,NetBanking
Karthik Rao,2023-12-21,Health,1272.0,18000.0,,Cash
Priya Iyer,2023-12-21,Groceries,657.0,18000.0,,Cash
Divya Yeddu,2023-12-21,Health,339.0,25000.0,,Card
Harini Bhat,2023-12-21,Travel,428.0,30000.0,,UPI
Arjun Nair,2023-12-21,Health,976.0,22000.0,,Cash
Ananya Singh,2023-12-22,Study Materials,363.0,30000.0,,Cash
Krishna Rao,2023-12-22,Miscellaneous,1337.0,30000.0,,NetBanking
Rahul Kumar,2023-12-22,Food,512.0,20000.0,,Cash
Ananya Singh,2023-12-22,Rent,4021.0,30000.0,,NetBanking
Varun Gupta,2023-12-23,Groceries,1033.0,20000.0,,UPI
Ishita Roy,2023-12-23,Food,589.0,22000.0,,UPI
Priya Iyer,2023-12-23,Study Materials,562.0,18000.0,,UPI
Priya Iyer,2023-12-23,Utilities,1679.0,18000.0,,NetBanking
Vikram Joshi,2023-12-23,Groceries,1066.0,25000.0,,NetBanking
Shreya Sen,2023-12-23,Health,1954.0,18000.0,,Card
Rohan Verma,2023-12-23,Entertainment,940.0,20000.0,,NetBanking
Priya Iyer,2023-12-24,Travel,77.0,18000.0,,Cash
Harini Bhat,2023-12-24,Miscellaneous,492.0,30000.0,,NetBanking
Ananya Singh,2023-12-24,Food,376.0,30000.0,,Cash
Aditya Pillai,2023-12-24,Study Materials,808.0,20000.0,,NetBanking
Vivek Menon,2023-12-24,Miscellaneous,1550.0,18000.0,,Cash
Krishna Rao,2023-12-24,Study Materials,375.0,30000.0,,NetBanking
Krishna Rao,2023-12-24,Miscellaneous,1234.0,30000.0,,UPI
Pooja Mehta,2023-12-25,Entertainment,1430.0,30000.0,,Cash
Nisha Sharma,2023-12-25,Rent,6820.0,18000.0,,Card
Varun Gupta,2023-12-25,Groceries,2029.0,20000.0,,Cash
Varun Gupta,2023-12-25,Entertainment,813.0,20000.0,,UPI
Rahul Kumar,2023-12-25,Entertainment,327.0,20000.0,,Card
Swathi Reddy,2023-12-25,Travel,457.0,25000.0,,NetBanking
Vikram Joshi,2023-12-25,Entertainment,521.0,25000.0,,UPI
Shreya Sen,2023-12-25,Utilities,1586.0,18000.0,,NetBanking
Pooja Mehta,2023-12-25,Health,1726.0,30000.0,,UPI
Divya Yeddu,2023-12-25,Miscellaneous,1774.0,25000.0,,Card
Megha Das,2023-12-25,Entertainment,1460.0,25000.0,,UPI
Nisha Sharma,2023-12-25,Food,248.0,18000.0,,NetBanking
Shreya Sen,2023-12-25,Study Materials,1412.0,18000.0,,Card
Rohan Verma,2023-12-25,Food,534.0,20000.0,,Cash
Ishita Roy,2023-12-26,Health,2142.0,22000.0,,UPI
Aditya Pillai,2023-12-26,Utilities,543.0,20000.0,,Card
Rohan Verma,2023-12-26,Miscellaneous,1156.0,20000.0,,Cash
Vivek Menon,2023-12-26,Study Materials,1705.0,18000.0,,Card
Megha Das,2023-12-26,Study Materials,467.0,25000.0,,UPI
Rahul Kumar,2023-12-26,Rent,7590.0,20000.0,,NetBanking
Rahul Kumar,2023-12-27,Health,1963.0,20000.0,,Card
Varun Gupta,2023-12-27,Groceries,1049.0,20000.0,,NetBanking
Rahul Kumar,2023-12-27,Miscellaneous,2249.0,20000.0,,NetBanking
Ananya Singh,2023-12-27,Utilities,1979.0,30000.0,,Cash
Aditya Pillai,2023-12-27,Miscellaneous,2063.0,20000.0,,NetBanking
Vikram Joshi,2023-12-28,Study Materials,445.0,25000.0,,NetBanking
Arjun Nair,2023-12-28,Rent,4243.0,22000.0,,Cash
Tanvi Jain,2023-12-28,Study Materials,1805.0,30000.0,,NetBanking
Vivek Menon,2023-12-28,Food,670.0,18000.0,,Cash
Krishna Rao,2023-12-29,Food,154.0,30000.0,,Card
Tanvi Jain,2023-12-29,Entertainment,449.0,30000.0,,UPI
Amit Sharma,2023-12-29,Miscellaneous,969.0,20000.0,,Cash
Shreya Sen,2023-12-29,Study Materials,1458.0,18000.0,,Card
Rahul Kumar,2023-12-29,Study Materials,843.0,20000.0,,NetBanking
Megha Das,2023-12-29,Food,580.0,25000.0,,Card
Ananya Singh,2023-12-29,Food,170.0,30000.0,,Card
Siddharth Rao,2023-12-29,Entertainment,2155.0,30000.0,,Card
Rohan Verma,2023-12-29,Rent,5305.0,20000.0,,Cash
Swathi Reddy,2023-12-30,Travel,583.0,25000.0,,UPI
Priya Iyer,2023-12-30,Groceries,340.0,18000.0,,Cash
Amit Sharma,2023-12-30,Study Materials,809.0,20000.0,,UPI
Vivek Menon,2023-12-30,Study Materials,1375.0,18000.0,,NetBanking
Pooja Mehta,2023-12-30,Miscellaneous,1178.0,30000.0,,Cash
Rohan Verma,2023-12-31,Utilities,1822.0,20000.0,,Card
Shreya Sen,2023-12-31,Food,588.0,18000.0,,Card
Varun Gupta,2023-12-31,Utilities,359.0,20000.0,,NetBanking
Aditya Pillai,2023-12-31,Miscellaneous,1229.0,20000.0,,Cash
Swathi Reddy,2023-12-31,Groceries,1829.0,25000.0,,Cash
Varun Gupta,2023-12-31,Entertainment,827.0,20000.0,,Cash
Vikram Joshi,2023-12-31,Study Materials,517.0,25000.0,,UPI
Ananya Singh,2023-12-31,Entertainment,1663.0,30000.0,,UPI
Sneha Kapoor,2023-12-31,Study Materials,1436.0,18000.0,,Card
Rohan Verma,2023-12-31,Entertainment,1643.0,20000.0,,Card
Amit Sharma,2023-12-31,Travel,405.0,20000.0,,NetBanking
Vivek Menon,2023-12-31,Health,137.0,18000.0,,Cash
Vikram Joshi,2023-12-31,Study Materials,1313.0,25000.0,,Card
Nisha Sharma,2024-01-01,Utilities,1497.0,18000.0,,NetBanking
Priya Iyer,2024-01-01,Rent,5457.0,18000.0,,Cash
Harsha Patel,2024-01-01,Health,1609.0,30000.0,,Card
Harsha Patel,2024-01-01,Entertainment,2486.0,30000.0,,UPI
Harini Bhat,2024-01-01,Utilities,1565.0,30000.0,,UPI
Arjun Nair,2024-01-01,Food,441.0,22000.0,,UPI
Arjun Nair,2024-01-01,Food,381.0,22000.0,,UPI
Arjun Nair,2024-01-01,Food,572.0,22000.0,,Cash
Nisha Sharma,2024-01-01,Entertainment,500.0,18000.0,,NetBanking
Vikram Joshi,2024-01-01,Study Materials,1807.0,25000.0,,UPI
Amit Sharma,2024-01-01,Groceries,2386.0,20000.0,,Card
Swathi Reddy,2024-01-01,Travel,431.0,25000.0,,UPI
Vivek Menon,2024-01-01,Travel,414.0,18000.0,,NetBanking
Yeddu Divya Sri,2025-11-07,food,890.0,30000.0,,cash
varun,2024-08-30,trees,500.0,30000.0,,
